Matrix,NNZ,Time,Memory,RelError,isCholesky
G3_circuit.mtx,7660826,911.7725932,160.063488,8.748621459766073e-13,False
GT01R.mtx,430909,1.237380499999972,42.651648,7.403415175068359e-13,False
ifiss_mat.mtx,3599932,9.371362800000043,81.887232,4.316174597627223e-14,False
nd24k.mtx,28715634,4727.7932647,375.136256,9.7685497060771e-09,False
ns3Da.mtx,1679599,32.63886510000066,51.36384,8.779623782469207e-15,False
TSC_OPF_1047.mtx,2012833,4.02191749999929,55.21408,9.038652602024644e-12,False
